"current_category";"current_subcategory";"current_subcategory2";"base_item_name";"sample_item_id";"sample_display_name";"corrected_category";"corrected_subcategory";"corrected_subcategory2";"category_sort_order";"subcategory_sort_order";"item_sort_order";"notes"
"Other";"";"";"Bronze Avatar - Season 14";"UNIQUE_AVATAR_GVGSEASON_14_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 14";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 15";"UNIQUE_AVATAR_GVGSEASON_15_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 15";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 16";"UNIQUE_AVATAR_GVGSEASON_16_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 16";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 17";"UNIQUE_AVATAR_GVGSEASON_17_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 17";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 18";"UNIQUE_AVATAR_GVGSEASON_18_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 18";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 19";"UNIQUE_AVATAR_GVGSEASON_19_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 19";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 20";"UNIQUE_AVATAR_GVGSEASON_20_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 20";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 21";"UNIQUE_AVATAR_GVGSEASON_21_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 21";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 22";"UNIQUE_AVATAR_GVGSEASON_22_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 22";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 23";"UNIQUE_AVATAR_GVGSEASON_23_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 23";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 24";"UNIQUE_AVATAR_GVGSEASON_24_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 24";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 25";"UNIQUE_AVATAR_GVGSEASON_25_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 25";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 26";"UNIQUE_AVATAR_GVGSEASON_26_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 26";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 27";"UNIQUE_AVATAR_GVGSEASON_27_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 27";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 28";"UNIQUE_AVATAR_GVGSEASON_28_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 28";"";"";"";"";"";"";""
"Other";"";"";"Bronze Avatar - Season 29";"UNIQUE_AVATAR_GVGSEASON_29_BRONZE_SINGLE";"[T0] Bronze Avatar - Season 29";"";"";"";"";"";"";""
"Other";"";"";"Bronze Bar";"T3_METALBAR";"[T3] Bronze Bar";"";"";"";"";"";"";""
"Other";"";"";"Bronze Battle Mount Chest";"UNIQUE_LOOTCHEST_BATTLEMOUNT_BRONZE";"[T0] Bronze Battle Mount Chest";"";"";"";"";"";"";""
"Other";"";"";"Bronze Battle Rhino";"UNIQUE_MOUNT_RHINO_SEASON_BRONZE";"[T0] Bronze Battle Rhino";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Bridgewatch";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_STEPPE_02";"[T0] Bronze Campaign Chest: Bridgewatch";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Caerleon";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_CAERLEON_02";"[T0] Bronze Campaign Chest: Caerleon";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Fort Sterling";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_MOUNTAIN_02";"[T0] Bronze Campaign Chest: Fort Sterling";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Lymhurst";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_FOREST_02";"[T0] Bronze Campaign Chest: Lymhurst";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Martlock";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_HIGHLAND_02";"[T0] Bronze Campaign Chest: Martlock";"";"";"";"";"";"";""
"Other";"";"";"Bronze Campaign Chest: Thetford";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_SWAMP_02";"[T0] Bronze Campaign Chest: Thetford";"";"";"";"";"";"";""
"Other";"";"";"Bronze Founder's Certificate";"UNIQUE_FURNITUREITEM_ASIA_FOUNDER_CERTIFICATE_BRONZE";"[T0] Bronze Founder's Certificate";"";"";"";"";"";"";""
"Other";"";"";"Bronze Gathering Statue";"UNIQUE_FURNITUREITEM_BETAREWARD_GATHERING_BRONZE";"[T0] Bronze Gathering Statue";"";"";"";"";"";"";""
"Other";"";"";"Bronze Monster Slayer Statue";"UNIQUE_FURNITUREITEM_BETAREWARD_PVE_BRONZE";"[T0] Bronze Monster Slayer Statue";"";"";"";"";"";"";""
"Other";"";"";"Bronze Trader Statue";"UNIQUE_FURNITUREITEM_BETAREWARD_SILVER_BRONZE";"[T0] Bronze Trader Statue";"";"";"";"";"";"";""
"Other";"";"";"Brown Alpaca";"SKIN_GIANTSTAG_ALPACA_BROWN";"[T0] Brown Alpaca";"";"";"";"";"";"";""
"Other";"";"";"Brown Mare";"SKIN_HORSE_BROWN";"[T0] Brown Mare";"";"";"";"";"";"";""
"Other";"";"";"Bundle of Corn";"T7_CORN";"[T7] Bundle of Corn";"";"";"";"";"";"";""
"Other";"";"";"Bunny Stalker Basket";"UNIQUE_BACKPACK_VANITY_EASTER";"[T0] Bunny Stalker Basket";"";"";"";"";"";"";""
"Other";"";"";"Bunting portal";"PLAYERISLAND_FURNITUREITEM_WOOD_BUNTING_A";"[T0] Bunting portal";"";"";"";"";"";"";""
"Other";"";"";"Buttercup";"SKIN_DIREBOAR_FIBER_GATHERER";"[T0] Buttercup";"";"";"";"";"";"";""
"Other";"";"";"Buy a round";"QUESTITEM_STANDING_SMUGGLER";"[T0] Buy a round";"";"";"";"";"";"";""
"Other";"";"";"Cabbage";"T5_CABBAGE";"[T5] Cabbage";"";"";"";"";"";"";""
"Other";"";"";"Cabbage Seeds";"T5_FARM_CABBAGE_SEED";"[T5] Cabbage Seeds";"";"";"";"";"";"";""
"Other";"";"";"Cabbage Soup";"T5_MEAL_SOUP";"[T5] Cabbage Soup";"";"";"";"";"";"";""
"Other";"";"";"Caerleon Cottontail";"T8_MOUNT_RABBIT_EASTER_DARK@1";"[T8] Caerleon Cottontail .1";"";"";"";"";"";"";""
"Other";"";"";"Caerleon Greywolf Pup";"T5_FARM_GREYWOLF_FW_CAERLEON_BABY";"[T5] Caerleon Greywolf Pup";"";"";"";"";"";"";""
"Other";"";"";"Caerleon Realmgate";"UNIQUE_FURNITUREITEM_SEALED_CAERLEON_REALMGATE";"[T0] Caerleon Realmgate";"";"";"";"";"";"";""
"Other";"";"";"Calf";"T8_FARM_COW_BABY";"[T8] Calf";"";"";"";"";"";"";""
"Other";"";"";"Calming Potion";"T5_POTION_MOB_RESET";"[T5] Calming Potion";"";"";"";"";"";"";""
"Other";"";"";"Candelabra";"PLAYERISLAND_FURNITUREITEM_WOOD_CANDELABRA_A";"[T0] Candelabra";"";"";"";"";"";"";""
"Other";"";"";"Carnival Arch";"UNIQUE_FURNITUREITEM_ADC_CARNIVAL_ARCHWAY_A";"[T0] Carnival Arch";"";"";"";"";"";"";""
"Other";"";"";"Carnival Challenge Chest";"UNIQUE_LOOTCHEST_ADC_FEB2019";"[T0] Carnival Challenge Chest";"";"";"";"";"";"";""
"Other";"";"";"Carnival Costume Cart";"UNIQUE_FURNITUREITEM_ADC_CARNIVAL_MASK_CART";"[T0] Carnival Costume Cart";"";"";"";"";"";"";""
"Other";"";"";"Carnival Firework";"UNIQUE_FURNITUREITEM_ADC_CARNIVAL_FIREWORK_A";"[T0] Carnival Firework";"";"";"";"";"";"";""
"Other";"";"";"Carp Trophy";"T2_FURNITUREITEM_TROPHY_FISH";"[T2] Carp Trophy";"";"";"";"";"";"";""
"Other";"";"";"Carrot Seeds";"T1_FARM_CARROT_SEED";"[T1] Carrot Seeds";"";"";"";"";"";"";""
"Other";"";"";"Carrot Soup";"T1_MEAL_SOUP";"[T1] Carrot Soup";"";"";"";"";"";"";""
"Other";"";"";"Carrots";"T1_CARROT";"[T1] Carrots";"";"";"";"";"";"";""
"Other";"";"";"Catfish Trophy";"T7_FURNITUREITEM_TROPHY_FISH";"[T7] Catfish Trophy";"";"";"";"";"";"";""
"Other";"";"";"Cauldron (Disciples of Morgana)";"UNIQUE_FURNITUREITEM_MORGANA_CAMPFIRE_D@2";"[T0] Cauldron (Disciples of Morgana) .2";"";"";"";"";"";"";""
"Other";"";"";"Cedar Bonsai";"T5_FURNITUREITEM_TROPHY_WOOD";"[T5] Cedar Bonsai";"";"";"";"";"";"";""
"Other";"";"";"Cedar Logs";"T5_WOOD";"[T5] Cedar Logs";"";"";"";"";"";"";""
"Other";"";"";"Cedar Planks";"T5_PLANKS";"[T5] Cedar Planks";"";"";"";"";"";"";""
"Other";"";"";"Character Progression Avatar";"UNIQUE_AVATAR_AJ_CHARACTER_PROGRESSION_01";"[T0] Character Progression Avatar";"";"";"";"";"";"";""
"Other";"";"";"Character Progression Avatar Ring";"UNIQUE_AVATARRING_AJ_CHARACTER_PROGRESSION_01";"[T0] Character Progression Avatar Ring";"";"";"";"";"";"";""
"Other";"";"";"Chest";"T2_FURNITUREITEM_CHEST";"[T2] Novice's Chest";"";"";"";"";"";"";""
"Other";"";"";"Chestnut Bonsai";"T3_FURNITUREITEM_TROPHY_WOOD";"[T3] Chestnut Bonsai";"";"";"";"";"";"";""
"Other";"";"";"Chestnut Logs";"T3_WOOD";"[T3] Chestnut Logs";"";"";"";"";"";"";""
"Other";"";"";"Chestnut Planks";"T3_PLANKS";"[T3] Chestnut Planks";"";"";"";"";"";"";""
"Other";"";"";"Chicken";"T3_FARM_CHICKEN_GROWN";"[T3] Chicken";"";"";"";"";"";"";""
"Other";"";"";"Chicken Omelette";"T3_MEAL_OMELETTE";"[T3] Chicken Omelette";"";"";"";"";"";"";""
"Other";"";"";"Chicken Pie";"T3_MEAL_PIE";"[T3] Chicken Pie";"";"";"";"";"";"";""
"Other";"";"";"Chimera";"SKIN_HORSE_QUESTING_BEAST";"[T0] Chimera";"";"";"";"";"";"";""
"Other";"";"";"Chocolate";"UNIQUE_CONSUMABLE_EVENT_EASTER_2020_CHOCOLATE";"[T0] Chocolate";"";"";"";"";"";"";""
"Other";"";"";"Chocolate Egg";"UNIQUE_CONSUMABLE_EVENT_EASTER_CHOCOLATE_EGG_2025";"[T0] Chocolate Egg";"";"";"";"";"";"";""
"Other";"";"";"Chopped Fish";"T1_FISHCHOPS";"[T1] Chopped Fish";"";"";"";"";"";"";""
"Other";"";"";"Cleansing Potion";"T5_POTION_CLEANSE2";"[T5] Cleansing Potion";"";"";"";"";"";"";""
"Other";"";"";"Clearhaze Snapper";"T5_FISH_FRESHWATER_AVALON_RARE";"[T5] Clearhaze Snapper";"";"";"";"";"";"";""
"Other";"";"";"Click the Pillar for various interactions.";"UNIQUE_ALTAR_OF_CHEATING";"[T0] Click the Pillar for various interactions.";"";"";"";"";"";"";""
"Other";"";"";"Clothes line";"PLAYERISLAND_FURNITUREITEM_WOOD_LAUNDRY_A";"[T0] Clothes line";"";"";"";"";"";"";""
"Other";"";"";"Combat Memento";"UNIQUE_FURNITUREITEM_KILLTROPHY_OPENWORLD_SMALL";"[T0] Combat Memento";"";"";"";"";"";"";""
"Other";"";"";"Comfy Amberleaf Cotton Trophy";"T6_FURNITUREITEM_TROPHY_FIBER";"[T6] Comfy Amberleaf Cotton Trophy";"";"";"";"";"";"";""
"Other";"";"";"Comfy Cotton Trophy";"T2_FURNITUREITEM_TROPHY_FIBER";"[T2] Comfy Cotton Trophy";"";"";"";"";"";"";""
"Other";"";"";"Command Mammoth";"T8_MOUNT_MAMMOTH_BATTLE@1";"[T8] Elder's Command Mammoth .1";"";"";"";"";"";"";""
"Other";"";"";"Commander's Armored Horse";"SKIN_ARMORED_HORSE_FW_COMMANDER";"[T0] Commander's Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Commander's Heraldic Armored Horse";"SKIN_ARMORED_HORSE_FW_COMMANDER_GUILD_COLORED";"[T0] Commander's Heraldic Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Common Community Chest";"UNIQUE_LOOTCHEST_COMMUNITY_COMMON";"[T0] Common Community Chest";"";"";"";"";"";"";""
"Other";"";"";"Common Community Treasure";"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_COMMON";"[T0] Common Community Treasure";"";"";"";"";"";"";""
"Other";"";"";"Common Herring";"T1_FISH_SALTWATER_ALL_COMMON";"[T1] Common Herring";"";"";"";"";"";"";""
"Other";"";"";"Common Rudd";"T1_FISH_FRESHWATER_ALL_COMMON";"[T1] Common Rudd";"";"";"";"";"";"";""
"Other";"";"";"Community Chest";"UNIQUE_LOOTCHEST_COMMUNITY_GENERIC";"[T0] Community Chest";"";"";"";"";"";"";""
"Other";"";"";"Community Token";"UNIQUE_TOKEN_COMMUNITY";"[T0] Community Token";"";"";"";"";"";"";""
"Other";"";"";"Conqueror's Chest";"UNIQUE_LOOTCHEST_CONQUEROR_FAVOR_PURCHASE";"[T0] Conqueror's Chest";"";"";"";"";"";"";""
"Other";"";"";"Controller Banner Victory Emote Charge";"T1_KILL_EMOTE_FLAG_CONTROLLER_CHARGES_NONTRADABLE";"[T1] Controller Banner Victory Emote Charge";"";"";"";"";"";"";""
"Other";"";"";"Copper Bar";"T2_METALBAR";"[T2] Copper Bar";"";"";"";"";"";"";""
"Other";"";"";"Copper Ore";"T2_ORE";"[T2] Copper Ore";"";"";"";"";"";"";""
"Other";"";"";"Copper Ore Sample";"T2_FURNITUREITEM_TROPHY_ORE";"[T2] Copper Ore Sample";"";"";"";"";"";"";""
"Other";"";"";"Corn Hooch";"T7_ALCOHOL";"[T7] Corn Hooch";"";"";"";"";"";"";""
"Other";"";"";"Corn Seeds";"T7_FARM_CORN_SEED";"[T7] Corn Seeds";"";"";"";"";"";"";""
"Other";"";"";"Corner lantern";"PLAYERISLAND_FURNITUREITEM_WOOD_LANTERN_CORNER_A";"[T0] Corner lantern";"";"";"";"";"";"";""
"Other";"";"";"Corrupted Dungeon Map (Hunter)";"T5_CORRUPTED_NONLETHAL_MAP";"[T5] Corrupted Dungeon Map (Hunter)";"";"";"";"";"";"";""
"Other";"";"";"Corrupted Dungeon Map (Stalker/Slayer)";"T6_CORRUPTED_LETHAL_MAP";"[T6] Corrupted Dungeon Map (Stalker/Slayer)";"";"";"";"";"";"";""
"Other";"";"";"Corrupted Preacher's Ox";"SKIN_OX_CORRUPTED_PREACHER";"[T0] Corrupted Preacher's Ox";"";"";"";"";"";"";""
"Other";"";"";"Corrupted Scroll";"TREASURE_KNOWLEDGE_RARITY1";"[T0] Corrupted Scroll";"";"";"";"";"";"";""
"Other";"";"";"Cotton";"T2_FIBER";"[T2] Cotton";"";"";"";"";"";"";""
"Other";"";"";"Cow";"T8_FARM_COW_GROWN";"[T8] Cow";"";"";"";"";"";"";""
"Other";"";"";"Cow's Butter";"T8_BUTTER";"[T8] Cow's Butter";"";"";"";"";"";"";""
"Other";"";"";"Cow's Milk";"T8_MILK";"[T8] Cow's Milk";"";"";"";"";"";"";""
"Other";"";"";"Crate";"PLAYERISLAND_FURNITUREITEM_FARM_FOODCONTAINER_LARGE";"[T0] Crate";"";"";"";"";"";"";""
"Other";"";"";"Creatures Avatar";"UNIQUE_AVATAR_AJ_CREATURES_01";"[T0] Creatures Avatar";"";"";"";"";"";"";""
"Other";"";"";"Creatures Avatar Ring";"UNIQUE_AVATARRING_AJ_CREATURES_01";"[T0] Creatures Avatar Ring";"";"";"";"";"";"";""
"Other";"";"";"Crenellated Burdock";"T4_BURDOCK";"[T4] Crenellated Burdock";"";"";"";"";"";"";""
"Other";"";"";"Crenellated Burdock Seeds";"T4_FARM_BURDOCK_SEED";"[T4] Crenellated Burdock Seeds";"";"";"";"";"";"";""
"Other";"";"";"Crystal Ancient Ent";"UNIQUE_MOUNT_ENT_CRYSTAL";"[T0] Crystal Ancient Ent";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Bronze I";"T5_LOOTBAG_ARENA_RANK_UP_3";"[T5] Crystal Arena Chest - Bronze I";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Bronze II";"T5_LOOTBAG_ARENA_RANK_UP_4";"[T5] Crystal Arena Chest - Bronze II";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Bronze III";"T5_LOOTBAG_ARENA_RANK_UP_BRONZE3";"[T5] Crystal Arena Chest - Bronze III";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Bronze IV";"T5_LOOTBAG_ARENA_RANK_UP_BRONZE4";"[T5] Crystal Arena Chest - Bronze IV";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Crystal";"T8_LOOTBAG_ARENA_RANK_UP_9";"[T8] Crystal Arena Chest - Crystal";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Gold I";"T7_LOOTBAG_ARENA_RANK_UP_7";"[T7] Crystal Arena Chest - Gold I";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Gold II";"T7_LOOTBAG_ARENA_RANK_UP_8";"[T7] Crystal Arena Chest - Gold II";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Gold III";"T7_LOOTBAG_ARENA_RANK_UP_GOLD3";"[T7] Crystal Arena Chest - Gold III";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Gold IV";"T7_LOOTBAG_ARENA_RANK_UP_GOLD4";"[T7] Crystal Arena Chest - Gold IV";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Iron II";"T4_LOOTBAG_ARENA_RANK_UP_2";"[T4] Crystal Arena Chest - Iron II";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Iron III";"T4_LOOTBAG_ARENA_RANK_UP_IRON3";"[T4] Crystal Arena Chest - Iron III";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Iron IV";"T4_LOOTBAG_ARENA_RANK_UP_IRON4";"[T4] Crystal Arena Chest - Iron IV";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Silver I";"T6_LOOTBAG_ARENA_RANK_UP_5";"[T6] Crystal Arena Chest - Silver I";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Silver II";"T6_LOOTBAG_ARENA_RANK_UP_6";"[T6] Crystal Arena Chest - Silver II";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Silver III";"T6_LOOTBAG_ARENA_RANK_UP_SILVER3";"[T6] Crystal Arena Chest - Silver III";"";"";"";"";"";"";""
"Other";"";"";"Crystal Arena Chest - Silver IV";"T6_LOOTBAG_ARENA_RANK_UP_SILVER4";"[T6] Crystal Arena Chest - Silver IV";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 14";"UNIQUE_AVATAR_GVGSEASON_14_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 14";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 15";"UNIQUE_AVATAR_GVGSEASON_15_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 15";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 16";"UNIQUE_AVATAR_GVGSEASON_16_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 16";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 17";"UNIQUE_AVATAR_GVGSEASON_17_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 17";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 18";"UNIQUE_AVATAR_GVGSEASON_18_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 18";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 19";"UNIQUE_AVATAR_GVGSEASON_19_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 19";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 20";"UNIQUE_AVATAR_GVGSEASON_20_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 20";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 21";"UNIQUE_AVATAR_GVGSEASON_21_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 21";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 22";"UNIQUE_AVATAR_GVGSEASON_22_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 22";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 23";"UNIQUE_AVATAR_GVGSEASON_23_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 23";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 24";"UNIQUE_AVATAR_GVGSEASON_24_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 24";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 25";"UNIQUE_AVATAR_GVGSEASON_25_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 25";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 26";"UNIQUE_AVATAR_GVGSEASON_26_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 26";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 27";"UNIQUE_AVATAR_GVGSEASON_27_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 27";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 28";"UNIQUE_AVATAR_GVGSEASON_28_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 28";"";"";"";"";"";"";""
"Other";"";"";"Crystal Avatar - Season 29";"UNIQUE_AVATAR_GVGSEASON_29_CRYSTAL_SINGLE";"[T0] Crystal Avatar - Season 29";"";"";"";"";"";"";""
"Other";"";"";"Crystal Battle Eagle";"UNIQUE_MOUNT_ARMORED_EAGLE_CRYSTAL";"[T0] Crystal Battle Eagle";"";"";"";"";"";"";""
"Other";"";"";"Crystal Battle Mount Chest";"UNIQUE_LOOTCHEST_BATTLEMOUNT_CRYSTAL";"[T0] Crystal Battle Mount Chest";"";"";"";"";"";"";""
"Other";"";"";"Crystal Battle Rhino";"UNIQUE_MOUNT_RHINO_SEASON_CRYSTAL";"[T0] Crystal Battle Rhino";"";"";"";"";"";"";""
"Other";"";"";"Crystal Behemoth";"UNIQUE_MOUNT_BEHEMOTH_CRYSTAL";"[T0] Crystal Behemoth";"";"";"";"";"";"";""
"Other";"";"";"Crystal Colossus Beetle";"UNIQUE_MOUNT_BEETLE_CRYSTAL";"[T0] Crystal Colossus Beetle";"";"";"";"";"";"";""
"Other";"";"";"Crystal Founder's Certificate";"UNIQUE_FURNITUREITEM_ASIA_FOUNDER_CERTIFICATE_CRYSTAL";"[T0] Crystal Founder's Certificate";"";"";"";"";"";"";""
"Other";"";"";"Crystal Founder's Statue";"UNIQUE_FURNITUREITEM_ASIA_FOUNDER_STATUE_CRYSTAL";"[T0] Crystal Founder's Statue";"";"";"";"";"";"";""
"Other";"";"";"Crystal Goliath Horseeater";"UNIQUE_MOUNT_BATTLESPIDER_CRYSTAL";"[T0] Crystal Goliath Horseeater";"";"";"";"";"";"";""
"Other";"";"";"Crystal Juggernaut";"UNIQUE_MOUNT_JUGGERNAUT_CRYSTAL";"[T0] Crystal Juggernaut";"";"";"";"";"";"";""
"Other";"";"";"Crystal League Chest";"T4_LOOTCHEST_CRYSTAL_LEAGUE";"[T4] Adept's Crystal League Chest";"";"";"";"";"";"";""
"Other";"";"";"Crystal Phalanx Beetle";"UNIQUE_MOUNT_TANKBEETLE_CRYSTAL";"[T0] Crystal Phalanx Beetle";"";"";"";"";"";"";""
"Other";"";"";"Crystal Roving Bastion";"UNIQUE_MOUNT_BASTION_CRYSTAL";"[T0] Crystal Roving Bastion";"";"";"";"";"";"";""
"Other";"";"";"Crystal Shard";"T4_SHARD_CRYSTAL";"[T4] Adept's Crystal Shard";"";"";"";"";"";"";""
"Other";"";"";"Crystal Tower Chariot";"UNIQUE_MOUNT_TOWER_CHARIOT_CRYSTAL";"[T0] Crystal Tower Chariot";"";"";"";"";"";"";""
"Other";"";"";"Crystal War Champion";"UNIQUE_AVATAR_GVGSEASON_32_CRYSTAL";"[T0] Crystal War Champion";"";"";"";"";"";"";""
"Other";"";"";"Crystallized Divinity";"T4_ARTEFACT_TOKEN_FAVOR_4";"[T4] Adept's Crystallized Divinity";"";"";"";"";"";"";""
"Other";"";"";"Crystallized Dread";"T4_ARTEFACT_TOKEN_FAVOR_2";"[T4] Adept's Crystallized Dread";"";"";"";"";"";"";""
"Other";"";"";"Crystallized Magic";"T4_ARTEFACT_TOKEN_FAVOR_3";"[T4] Adept's Crystallized Magic";"";"";"";"";"";"";""
"Other";"";"";"Crystallized Spirit";"T4_ARTEFACT_TOKEN_FAVOR_1";"[T4] Adept's Crystallized Spirit";"";"";"";"";"";"";""
"Other";"";"";"Cured Leather";"T5_LEATHER";"[T5] Cured Leather";"";"";"";"";"";"";""
"Other";"";"";"Cursed Direboar";"SKIN_DIREBOAR_OCCULT";"[T0] Cursed Direboar";"";"";"";"";"";"";""
"Other";"";"";"Cursed Hound";"SKIN_DIREWOLF_ZEALOT";"[T0] Cursed Hound";"";"";"";"";"";"";""
"Other";"";"";"Danglemouth Catfish";"T7_FISH_FRESHWATER_ALL_COMMON";"[T7] Danglemouth Catfish";"";"";"";"";"";"";""
"Other";"";"";"Dark Founder's Certificate";"UNIQUE_FURNITUREITEM_DARK_FOUNDER_CERTIFICATE";"[T0] Dark Founder's Certificate";"";"";"";"";"";"";""
"Other";"";"";"Dark Founder's Statue";"UNIQUE_FURNITUREITEM_DARK_FOUNDER_STATUE";"[T0] Dark Founder's Statue";"";"";"";"";"";"";""
"Other";"";"";"Darkfang";"SKIN_COUGAR_DARK";"[T0] Darkfang";"";"";"";"";"";"";""
"Other";"";"";"Deadwater Eel";"T7_FISH_FRESHWATER_FOREST_RARE";"[T7] Deadwater Eel";"";"";"";"";"";"";""
"Other";"";"";"Deadwater Eel Stew";"T8_MEAL_STEW_FISH";"[T8] Deadwater Eel Stew";"";"";"";"";"";"";""
"Other";"";"";"Decorated Pine Tree";"UNIQUE_FURNITUREITEM_XMAS_FILL_CITY_TREE_A";"[T0] Decorated Pine Tree";"";"";"";"";"";"";""
"Other";"";"";"Decorative Ram Bridle";"UNIQUE_MOUNTUPGRADE_RAM_XMAS";"[T0] Decorative Ram Bridle";"";"";"";"";"";"";""
"Other";"";"";"Decorative Stag Bridle";"T6_MOUNTUPGRADE_GIANTSTAG_XMAS";"[T6] Decorative Stag Bridle";"";"";"";"";"";"";""
"Other";"";"";"Deepwater Kraken";"T7_FISH_SALTWATER_ALL_RARE";"[T7] Deepwater Kraken";"";"";"";"";"";"";""
"Other";"";"";"Deepwater Kraken Salad";"T6_MEAL_SALAD_FISH";"[T6] Deepwater Kraken Salad";"";"";"";"";"";"";""
